Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Лаззат,кафе,Кафе,,,141014,,,Мытищи,Мытищи городской округ,Московская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,3,89917777188,,,,,,,,,https://vk.com/chayhona.lazzat,,,,,,,,,70000001059801526,55.89998,37.670671,4504235283120669,,,1,70000001059801525,Лаззат,кафе,Кафе,cafe,1,12,2026-05-21T20:08:40Z,,0,32,https://2gis.com/firm/70000001059801526,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Заря,ресторан,Кафе; Рестораны; Доставка еды; Банкетные залы,"улица Лескова, 25",2 этаж,127543,,Бибирево,Москва,,Москва,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,4.7,14,89032100101,89060307100,,,,http://cafezarya.ru,,,,https://vk.com/cafezarya,https://wa.me/79032100101,,,,,,,,70000001029537300,55.891558,37.622364,4504235282636205,,,1,70000001029537299,Заря,ресторан,Рестораны,food_restaurant,4,37,2026-06-29T13:33:17Z,,0,32,https://2gis.com/firm/70000001029537300,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
МосЧайхана,кафе восточной кухни,Кафе; Доставка еды,"Волочаевская улица, 12а ст1а",-1 этаж,111033,,Лефортово,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,5.0,2,89160916365,89262270606,89686556909,,,,,,,,,,,,,,,,70000001050612776,55.755538,37.68124,4504235282675998,ТК РТС,,1,70000001050612775,МосЧайхана,кафе восточной кухни,Доставка еды,cafe,2,17,2026-07-08T15:41:55Z,,0,32,https://2gis.com/firm/70000001050612776,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Изи паб,кафе-бар,Кафе; Доставка еды; Бары,"Революционный проспект, 49",цокольный этаж,142100,Центральный м-н,,Подольск,Подольск городской округ,Московская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.8,53,84953238777 (доп.110),,,,,http://easypub.ru,http://t.me/easypub_official,,,,,,,,,,,,70000001039865809,55.433006,37.549549,4504235282790722,БЦ Красные ряды,,10,70000001017853230,Изи паб,кафе-бар,Доставка еды,bar,3,54,2026-04-13T15:45:28Z,,0,32,https://2gis.com/firm/70000001039865809,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Мама Silva,кафе,Кафе,,,141534,,,,Солнечногорск городской округ,Московская область,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,1.2,13,89999998441,,,,,,,,,,,,,,,,,,70000001087093296,56.020244,37.00564,70030076987128393,,,1,70000001087093295,Мама Silva,кафе,Кафе,cafe,1,3,2025-09-29T12:13:42Z,,0,32,https://2gis.com/firm/70000001087093296,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
ЕвиЛайксКофе,кафе,Кафе; Доставка еды,"Рождественно деревня, ст24в",,143083,,,,Одинцовский городской округ,Московская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.5,6,89636349065,,,,,,,,,,https://wa.me/79636349065,,,viber://chat/?number=79636349065,,,,,70000001043256380,55.716769,37.274881,70030076224865276,,,1,70000001043256379,ЕвиЛайксКофе,кафе,Кафе,cafe,2,15,2026-05-18T13:39:57Z,,0,32,https://2gis.com/firm/70000001043256380,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Ок,китайское кафе,Кафе,"улица Академика Волгина, 8а",1 этаж,117485,,Обручевский,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.0,16,89652793999,,,,,,,,,,https://wa.me/79652793999,,,,,,,,70000001027718820,55.651711,37.517468,4504235282605033,,,1,70000001027718819,Ок,китайское кафе,Кафе,cafe,1,15,2025-09-15T11:38:25Z,,0,32,https://2gis.com/firm/70000001027718820,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Не Мишлен,гастро-кафе,Кафе,"улица Александры Монаховой, 98 к1",1 этаж,108826,,Коммунарка,,,Москва,Россия,Пн: 10:30-23:00; Вт: 10:30-23:00; Ср: 10:30-23:00; Чт: 10:30-23:00; Пт: 10:30-23:00; Сб: 10:30-23:00; Вс: 10:30-23:00,+03:00,4.8,13,89853600036,,,,,http://nemishlen.ru,,,,https://vk.com/nemishlen,https://wa.me/79853600036,,,,,https://t.me/+79853600036,,,70000001106105763,55.541373,37.485153,4504235321549580,,,1,70000001106105762,Не Мишлен,гастро-кафе,Кафе,cafe,1,30,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001106105763,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Цех,территория отдыха,Кафе; Бары,"Транспортная улица, 27",,143962,10а м-н,,Реутов,Реутов городской округ,Московская область,Россия,Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,,,89779882078,,,,,,,,,https://vk.com/tseh_gameclub,,,,,,https://t.me/schalkefanrus,,,70000001104995122,55.756958,37.887767,70030076257427036,,,1,70000001104995120,Цех,территория отдыха,Кафе,bar,2,6,2026-06-07T21:09:05Z,,0,32,https://2gis.com/firm/70000001104995122,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Garage,кафе-столовая,Кафе; Столовые,"Ташкентская улица, 28 ст1",1 этаж,109472,,Выхино-Жулебино,Москва,,Москва,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (столовая: пн-пт 08:30-17:00; сб-вс 09:00-16:00),+03:00,4.1,17,84959571221,,,,,,,,,,,,,,,,,,70000001065620948,55.699755,37.805999,4504235282593948,,70030077009863755,1,70000001065620947,Garage,кафе-столовая,Столовые,food_service,2,14,2025-08-12T14:59:01Z,,0,32,https://2gis.com/firm/70000001065620948,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Pho u,кафе вьетнамской уличной еды,Кафе; Доставка еды,"Варшавское шоссе, 26 ст6",1 этаж,117105,,Нагорный,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.7,19,89162346461,,,,,,,,,https://vk.com/phou.moscow,https://wa.me/79162346461,https://wa.me/79259307716,,,,https://t.me/PhoU_bot,,,70000001042830360,55.68422,37.621173,4504235282712111,ТЦ FOR YOU,70030076443535815,2,70000001029778076,Pho u,кафе вьетнамской уличной еды,Доставка еды,cafe,2,22,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001042830360,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Чайхана,,Кафе,"улица Инессы Арманд, 22",,141205,,,Пушкино,Пушкинский городской округ,Московская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,,,,,,http://plov-centre.ru,,,,,,,,,,,,,70000001112337402,55.992233,37.866649,70030076439379505,,,1,70000001112337401,Чайхана,Чайхана,Кафе,cafe,1,6,2026-02-27T10:53:34Z,,0,32,https://2gis.com/firm/70000001112337402,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
ЦентроЧай,,Кафе,"Нижняя Сыромятническая улица, 11 к1",,105120,,Басманный,Москва,,Москва,Россия,Пн: 10:00-20:30; Вт: 10:00-20:30; Ср: 10:00-20:30; Чт: 10:00-20:30; Пт: 10:00-20:30,+03:00,5.0,1,89804070375,89801607767,,,,,,,,,,,,,,,,,70000001112332043,55.753208,37.671221,4504235282676162,,,1,70000001112332042,ЦентроЧай,,Кафе,cafe,1,14,2026-03-03T10:20:00Z,,0,32,https://2gis.com/firm/70000001112332043,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Акватория,кафе-бар,Кафе; Доставка еды,"Белякова улица, 6а",,143903,Балашиха-3 м-н,,Балашиха,Балашиха городской округ,Московская область,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 12:00-04:00; Сб: 12:00-04:00; Вс: 11:00-24:00,+03:00,3.5,5,89154211133,,,,,,,,,https://vk.com/club132457928,https://wa.me/79154211133,,,,,,,,4504127908351219,55.802043,37.978101,4504235283027086,,,1,4504136498283680,Акватория,кафе-бар,Кафе,cafe,2,42,2026-07-07T09:21:30Z,,0,32,https://2gis.com/firm/4504127908351219,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Чайхана,,Кафе,"Кооперативная улица, 8 лит Б",,140181,,,Жуковский,Жуковский городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,,,,,,,,,,,,,,,,,,,,,70000001114706835,55.578051,38.110587,70030076181397592,,,1,70000001114706834,Чайхана,Чайхана,Кафе,cafe,1,7,2026-05-28T17:33:18Z,,0,32,https://2gis.com/firm/70000001114706835,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Милти,кофейня,Кафе; Кофейни; Кулинарии,"Ленинский проспект, 37а",1 этаж,119334,,Донской,Москва,,Москва,Россия,Пн: 07:00-20:00; Вт: 07:00-20:00; Ср: 07:00-20:00; Чт: 07:00-20:00; Пт: 07:00-20:00; Сб: 09:00-19:00; Вс: 09:00-19:00,+03:00,5.0,2,84952151311 (единый номер),,,,,http://mealty.ru,,,,https://vk.com/mealty,https://wa.me/74952151311,,,,,,,,70000001100454000,55.709369,37.587819,4504235282714392,,,412,70000001027277623,Милти,магазин готовых блюд,Кофейни,food_service,3,19,2026-03-04T22:58:44Z,,0,32,https://2gis.com/firm/70000001100454000,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Кафе грузинской кухни,,Кафе,"Осташковское шоссе, 51а",,141031,,,,Мытищи городской округ,Московская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,,,89663200909,,,,,,,,,,,,,,,,,,70000001097264467,55.923412,37.664689,70030076216181311,,,1,70000001097264465,Кафе грузинской кухни,Кафе грузинской кухни,Кафе,cafe,1,11,2026-06-27T13:27:32Z,,0,32,https://2gis.com/firm/70000001097264467,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Kitchen,кафетерий,Кафе,"улица Василисы Кожиной, 1 к1",1 этаж,121096,,Филёвский парк,Москва,,Москва,Россия,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+03:00,4.3,4,89260310990,,,,,,,,,,,,,,,,,,70000001062396516,55.7382,37.506627,4504235313029414,ДЦ Парк Победы,,1,70000001062396515,Kitchen,кафетерий,Кафе,cafe,1,12,2026-07-02T10:14:00Z,,0,32,https://2gis.com/firm/70000001062396516,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Здрасте,кофейня,Кафе; Кофейни; Доставка еды,"Северная улица, 5 к2",1 этаж,143009,,,Одинцово,Одинцовский городской округ,Московская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,5.0,111,89801253215,,,,,http://zdrastecafe.ru,,,,https://vk.com/zdrastecoffeebar,,,,,,https://t.me/zdraste_cafe_izmaylovskiy_les,https://t.me/zdrastecafe,,70000001090577134,55.680284,37.246308,70030076149695549,,,103,70000001033681797,Здрасте,кофейня,Кофейни,cafe,3,48,2026-07-07T06:38:30Z,,0,32,https://2gis.com/firm/70000001090577134,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Coffee Grad,кофейня,Кафе; Кофейни; Доставка еды,"Рябиновая улица, 3 к2",цокольный этаж,121471,,Можайский,Москва,,Москва,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.1,23,89775755602,,,,,http://coffeegrad.ru,,,,https://vk.com/coffeegrad.cafe,https://wa.me/79775755602,,,,,,,,70000001055498065,55.718516,37.426825,70030076126067128,,,1,70000001055498064,Coffee Grad,кофейня,Кофейни,cafe,3,37,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001055498065,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
MockWa,кафе,Кафе,"улица Академика Анохина, 60",1 этаж,119571,,Тропарёво-Никулино,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,3.9,9,89685572558,89163802011,,,,http://www.pominalnayatrapeza.ru/,,,,,https://wa.me/79685572558,,,,,,,,70000001022255095,55.648937,37.469024,4504235282684512,,,1,4504136498594861,Страдивари,кафе,Кафе,cafe,1,25,2026-03-03T13:05:56Z,,0,32,https://2gis.com/firm/70000001022255095,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Манжо,лобби-бар,Кафе; Бары; Кейтеринг,"Ленинградский проспект, 31а ст1",1 этаж,125284,,Беговой,Москва,,Москва,Россия,Пн: 08:30-19:00; Вт: 08:30-19:00; Ср: 08:30-19:00; Чт: 08:30-19:00; Пт: 08:30-19:00,+03:00,4.0,4,,,,,,,,,,,,,,,,,,,70000001034484031,55.78431,37.559304,4504235282679199,МФК Монарх,70030076428118517,1,70000001034484030,Манжо,лобби-бар,Бары,bar,3,26,2026-02-06T09:46:37Z,,0,32,https://2gis.com/firm/70000001034484031,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Кафе,,Кафе,"Осташковское шоссе, 51",,141031,,,,Мытищи городской округ,Московская область,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+03:00,,,89163788707,,,,,,,,,,https://wa.me/79263336966,,,,,,,,70000001093865288,55.923326,37.663625,70030076216165109,,,1,70000001093865287,Кафе,Кафе,Кафе,cafe,1,0,2026-06-27T13:27:01Z,,0,32,https://2gis.com/firm/70000001093865288,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Шашлык Быстро,,Кафе; Быстрое питание,"Осташковское шоссе, 51",,141031,,,,Мытищи городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,,,89684082222,89685082222,,,,http://t.me/shashlykbistro,,,,,,,,,,,,,70000001109795306,55.923326,37.663625,70030076216165109,,,1,70000001109795305,Шашлык Быстро,,Быстрое питание,fastfood,2,0,2026-06-27T13:26:54Z,,0,32,https://2gis.com/firm/70000001109795306,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Золотая рыбка,шашлычная,Кафе,"Осташковское шоссе, 51",,141031,,,,Мытищи городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,,,89150557055,,,,,,,,,,,,,,,,,,70000001115246183,55.923326,37.663625,70030076216165109,,,1,70000001115246182,Золотая рыбка,шашлычная,Кафе,cafe,1,0,2026-06-25T12:42:05Z,,0,32,https://2gis.com/firm/70000001115246183,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Платан,кафе,Кафе,"Путилковское шоссе, 113а",,143441,,,,Красногорск городской округ,Московская область,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,5.0,11,89892060000,,,,,http://platan.cafe,http://t.me/platan_cafe,,,,https://wa.me/79892060000,,,,,https://t.me/platan_cafe,,,70000001069241059,55.858233,37.38535,70030076268286497,,,1,70000001069241058,Платан,кафе,Кафе,cafe,1,27,2026-02-16T12:27:54Z,,0,32,https://2gis.com/firm/70000001069241059,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Лоза,,Кафе; Банкетные залы,"Новомытищинский проспект, 18",,141002,18Б м-н,,Мытищи,Мытищи городской округ,Московская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,5.0,1,84955862056,89175728450,,,,,,,,https://vk.com/club79028269,https://wa.me/79175728450,,,,,,,,4504127908386173,55.914621,37.743443,4504235283023781,,,1,4504136498298108,Лоза,,Кафе,food_restaurant,2,19,2026-05-07T10:50:33Z,,0,32,https://2gis.com/firm/4504127908386173,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Здрасте,кофейня,Кафе; Кофейни; Доставка еды,,,142701,,,,Ленинский городской округ,Московская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,5.0,147,89968886607,,,zdrastelesopark@yandex.ru,,http://t.me/zdraste_vidnoe,,,,https://vk.com/zdrastecoffeebar,,,,,,https://t.me/zdraste_cafe_izmaylovskiy_les,https://t.me/zdrastecafe,,70000001095650799,55.545423,37.725398,70030076853453748,,,103,70000001033681797,Здрасте,кофейня,Кофейни,cafe,3,49,2026-07-07T06:38:30Z,,0,32,https://2gis.com/firm/70000001095650799,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Армянский дом,кафе,Кафе,"1-я Новая улица, ст1",1 этаж,108811,,Коммунарка,,,Москва,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,5.0,9,89037748822,,,,,http://arm-dom.ru,,,,,https://wa.me/79037748822,,,,,,,,70000001024120001,55.624643,37.439912,4504235325607325,,,1,70000001024120000,Армянский дом,кафе,Кафе,cafe,1,18,2026-05-27T06:26:19Z,,0,32,https://2gis.com/firm/70000001024120001,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
СимСим,кафе,Кафе,"Проектируемый 4062-й проезд, 6 ст2",1 этаж,115432,,Даниловский,Москва,,Москва,Россия,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00; Вс: 08:00-19:00,+03:00,,,89850094502,,,,,,,,,,,,,,,https://t.me/etosimsim,,,70000001103613925,55.692965,37.660132,4504235283126492,,,1,70000001103613924,СимСим,кафе,Кафе,cafe,1,8,2026-02-27T09:42:07Z,,0,32,https://2gis.com/firm/70000001103613925,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Азия Микс,ресторан,Кафе; Доставка еды; Суши-бары,"посёлок Октябрьской фабрики, 25",2 этаж,143541,,,,Истра муниципальный округ,Московская область,Россия,Пн: 10:30-23:00; Вт: 10:30-23:00; Ср: 10:30-23:00; Чт: 10:30-23:00; Пт: 10:30-23:00; Сб: 10:30-23:00; Вс: 10:30-23:00,+03:00,5.0,3,84956699225,89685047242,89251852782,,,http://sushiriga.ru,,,,https://vk.com/sushi_riga,https://wa.me/79999798660,,,,,,,,70000001083647871,55.855114,36.930132,4504235306772874,,,1,70000001064943312,Азия Микс,ресторан,Доставка еды,sushi,3,10,2024-10-31T11:11:45Z,,0,32,https://2gis.com/firm/70000001083647871,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Изи паб,кафе-бар,Кафе; Доставка еды; Бары,"Революционный проспект, 49",цокольный этаж,142100,Центральный м-н,,Подольск,Подольск городской округ,Московская область,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.8,53,84953238777 (доп.110),,,,,http://easypub.ru,http://t.me/easypub_official,,,,,,,,,,,,70000001039865809,55.433006,37.549549,4504235282790722,БЦ Красные ряды,,10,70000001017853230,Изи паб,кафе-бар,Доставка еды,bar,3,54,2026-04-13T15:45:28Z,,0,32,https://2gis.com/firm/70000001039865809,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Хайям,чайхана,Кафе; Доставка еды,"Чертановская улица, 45а к1",2 этаж,117570,,Чертаново Центральное,Москва,,Москва,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+03:00,3.4,30,89395551360,89850979386,89045664545 (служба доставки),,,,,,,,,,,,,,,,70000001047792948,55.607399,37.592412,4504235282555689,,,2,70000001038498436,Хайям,чайхана,Доставка еды,cafe,2,35,2026-06-10T11:36:10Z,,0,32,https://2gis.com/firm/70000001047792948,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Фьюжн,кафе,Кафе,"Новорязанское шоссе, 6 ст1м",,140053,,,Люберцы,Люберцы городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,2,,,,,,,,,,,,,,,,,,,70000001024614024,55.665251,37.877109,4504235282660983,,,1,70000001024614023,Фьюжн,кафе,Кафе,cafe,1,11,2026-01-19T15:54:18Z,,0,32,https://2gis.com/firm/70000001024614024,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
TortikVam,кафе,Кафе; Пекарни; Кондитерские изделия,"Первомайская улица, 42",,105043,,Измайлово,Москва,,Москва,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,5.0,4,84957775174,,,,,http://измайлово-тортиквам.рф,,,,,https://wa.me/79154440977,,,,,,,,70000001094003350,55.792149,37.787881,4504235283049554,,,1,70000001094003349,TortikVam,кафе,Кафе,cafe,3,7,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001094003350,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Мерани,кафе грузинской кухни,Кафе; Доставка еды,"Варшавское шоссе, 141 к11",1 этаж,117405,,Чертаново Южное,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.7,18,89368881415,,,,,,,,,https://vk.com/rest_merani,https://wa.me/79368881415,,,,,https://t.me/+79368881415,,,70000001063699565,55.587798,37.602095,4504235301272053,,,1,70000001063699564,Мерани,кафе грузинской кухни,Кафе,cafe,2,40,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001063699565,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Самарканд,чайхана,Кафе,"улица Юных Ленинцев, 10/15 к1",1 этаж,109390,,Текстильщики,Москва,,Москва,Россия,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00,+03:00,3.2,12,89365152602,89858950440,,,,,,,,,https://wa.me/79365152602,https://wa.me/79858950440,,,,,,,70000001069406204,55.698962,37.739053,4504235282556188,,,1,70000001069406194,Самарканд,чайхана,Кафе,cafe,1,27,2025-10-14T13:15:19Z,,0,32,https://2gis.com/firm/70000001069406204,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Кипроs,ресторан,Кафе; Рестораны,"Коммунистическая улица, 1",2 этаж; на территории аквапарка Ква-ква парк,141011,,,Мытищи,Мытищи городской округ,Московская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,1.0,2,84956412375,,,,,,,,,,,,,,,,,,70000001100207050,55.89133,37.749116,4504235282915883,XL Family Outlet,70030076190193196,1,70000001100207049,Кипроs,ресторан,Рестораны,food_restaurant,2,26,2026-04-08T11:18:34Z,,0,32,https://2gis.com/firm/70000001100207050,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Mosdyrym,кафе,Кафе; Доставка еды,"Кетчерская улица, 2а ст4",,111402,,Вешняки,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,1.0,1,89060504884,,,,,,,,,,,,,,,,,,70000001110499123,55.740894,37.818577,4504235282991403,,,1,70000001110499122,Mosdyrym,кафе,Кафе,cafe,2,12,2026-04-22T07:57:17Z,,0,32,https://2gis.com/firm/70000001110499123,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
