Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Шоколадница,кофейня,Кафе; Кофейни; Доставка еды,"Варшавское шоссе, 160",1 этаж,117405,,Чертаново Южное,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,3.9,38,89154739687,,,,,http://shoko.ru,,,,https://vk.com/shokoru,,,,,https://t.me/shokomoscow,,,4504128908745637,55.583175,37.595433,4504235283049914,ТЦ ГалереяАтлантис,70030076443535656,162,4504136498310300,Шоколадница,кофейня,Кофейни,cafe,3,48,2026-06-26T08:08:20Z,,0,32,https://2gis.com/firm/4504128908745637,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Mendon,кафе корейской кухни,Кафе; Быстрое питание; Доставка еды,"Лесная улица, 20 ст3",1 этаж,125196,,Тверской,Москва,,Москва,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-23:00,+03:00,2.7,5,89060642063,,,,,,,,,,,,,,,,,70000001101190465,55.780443,37.592786,4504235282738049,Депо,70030076176203181,2,70000001089856945,Mendon,кафе корейской кухни,Кафе,fastfood,3,13,2026-05-29T15:57:50Z,,0,32,https://2gis.com/firm/70000001101190465,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Pho city,сеть кафе вьетнамской кухни,Кафе; Быстрое питание,"Октябрьская улица, 67",,127018,,Марьина Роща,Москва,,Москва,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+03:00,5.0,13,89160595496 (горячая линия для обратной связи),,,phocity@inbox.ru,,http://phocity.cafe,,,,,,,,,https://t.me/+79160595496,,,70000001110907126,55.793795,37.612574,4504235312391208,,,19,70000001037762268,Pho city,сеть кафе вьетнамской кухни,Кафе,fastfood,2,3,2026-02-13T14:47:14Z,,0,32,https://2gis.com/firm/70000001110907126,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Pho Ly Quoc Su,кафе вьетнамской кухни,Кафе; Доставка еды,"Новослободская улица, 14/19 к4",1 этаж,127030,,Тверской,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.6,39,89688594999,,,,,,,,,,https://wa.me/79688594999,,,,,,,70000001031452777,55.781783,37.60062,4504235282737083,,,1,70000001031452776,Pho Ly Quoc Su,кафе вьетнамской кухни,Кафе,cafe,2,20,2026-05-22T15:12:01Z,,0,32,https://2gis.com/firm/70000001031452777,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Pho Viet Nam,вьетнамское кафе,Кафе,"2-й Грайвороновский проезд, 44 к2",1 этаж,109518,,Рязанский,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.0,2,89920960120,,,,,,,,,,,,,,,,,70000001112368439,55.726721,37.748364,70030076179324941,,,1,70000001113478647,Pho Viet Nam,вьетнамское кафе,Кафе,cafe,1,6,2026-04-13T12:32:40Z,,0,32,https://2gis.com/firm/70000001112368439,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
БонАрхитект,кафе,Кафе,"1-й Щипковский переулок, 4",2 этаж,115093,,Даниловский,Москва,,Москва,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,3.6,2,89651550740,,,,,,,,,,https://wa.me/79651550740,,,,https://t.me/bonarhitekt,,,4504127908704137,55.722189,37.633846,4504235282648484,Твинстор,70030076322435470,1,4504136498452447,БонАрхитект,кафе,Кафе,cafe,1,28,2025-11-27T10:52:49Z,,0,32,https://2gis.com/firm/4504127908704137,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Dream coffee,кафе,Кафе; Кофейни,"1-й Красногвардейский проезд, 15",-1 этаж,123112,,Пресненский,Москва,,Москва,Россия,Пн: 08:30-19:30; Вт: 08:30-19:30; Ср: 08:30-19:30; Чт: 08:30-19:30; Пт: 08:30-19:30,+03:00,4.8,13,84991761991,84956516510,,,,http://t.me/dream_caf,http://dreamcoffee.cafe,,,https://vk.com/dream_desert,,,,,,,,70000001032569701,55.750231,37.539675,4504235283023213,Меркурий Сити,70030076636002123,1,70000001032569700,Dream coffee,кафе,Кафе,cafe,2,27,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001032569701,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Здрасте,кофейня,Кафе; Кофейни; Доставка еды,"улица Годовикова, 11 к4",,129085,,Останкинский,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,5.0,34,89852835353,,,,,http://zdrastecafe.ru,,,,https://vk.com/zdrastecoffeebar,https://wa.me/79852835353,,,,https://t.me/+79852835353,https://t.me/zdrastecafe,,70000001104860183,55.80956,37.625695,70030076201382740,,,103,70000001033681797,Здрасте,кофейня,Кофейни,cafe,3,5,2026-07-07T06:38:30Z,,0,32,https://2gis.com/firm/70000001104860183,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Китай Ци,,Кафе,"Рождественский бульвар, 1",,107045,,Мещанский,Москва,,Москва,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-23:00,+03:00,,,89309775006,,,,,http://chinacy-gastronomy-hub.lovable.app,,,,,,,,,https://t.me/kitaitsimsk,,,70000001113452639,55.766764,37.62388,4504235282757043,,,1,70000001113452638,Китай Ци,,Кафе,cafe,1,9,2026-04-16T14:05:06Z,,0,32,https://2gis.com/firm/70000001113452639,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Трапеза,кафе,Кафе,"улица Фридриха Энгельса, 23",1 этаж,105005,,Басманный,Москва,,Москва,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 12:00-20:00,+03:00,5.0,1,89932767876,,,,,,,,,https://vk.com/trapeza_baum2026,https://wa.me/79932767876,,,,,,,70000001113026986,55.772982,37.683518,4504235282648977,,,1,70000001113026985,Трапеза,кафе,Кафе,cafe,1,4,2026-04-12T15:59:08Z,,0,32,https://2gis.com/firm/70000001113026986,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Газ В Палас,,Кафе; Доставка еды,"улица Плещеева, 4а",2 этаж,127560,,Бибирево,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.9,34,89159855000,,,,,http://gazvpalas.su,,,,,https://wa.me/79159855000,,,,https://t.me/+79159855000,,,70000001089098271,55.883675,37.604886,4504235282539663,,,1,70000001089098270,Газ В Палас,,Кафе,cafe,2,41,2026-06-25T07:38:07Z,,0,32,https://2gis.com/firm/70000001089098271,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
ИнтерКухня.рф.,кафе-столовая,Кафе,"2-я Брестская улица, 9 ст2",,123056,,Пресненский,Москва,,Москва,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,5.0,2,89255259056,,,inter.feedback@yandex.ru,,http://InterKitchen.ru,http://t.me/interkitchen_ru,http://max.ru/id7707427738_biz,,https://vk.com/club233935968,,,,,,,,70000001113929530,55.770168,37.590046,4504235283044730,,,6,70000001041749403,ИнтерКухня.рф.,кафе-столовая,Кафе,cafe,1,15,2026-07-06T08:33:03Z,,0,32,https://2gis.com/firm/70000001113929530,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Dinnery Crew,,Кафе; Столовые,"1-й Красногвардейский проезд, 21 ст1",вход по пропускам,123112,,Пресненский,Москва,,Москва,Россия,Пн: 08:45-19:00; Вт: 08:45-19:00; Ср: 08:45-19:00; Чт: 08:45-19:00; Пт: 08:45-19:00,+03:00,,,89915873076,,,,,http://dinnerycrew.ru,http://t.me/lunchbox01,,,,,,,,https://t.me/lunchbox01,,,70000001111302480,55.750196,37.534932,4504235283027072,,,2,70000001111295177,Dinnery Crew,,Кафе,food_service,2,0,2026-02-13T12:30:22Z,,0,32,https://2gis.com/firm/70000001111302480,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Билич,бильярдный бар,Кафе; Бильярдные залы; Бары,"Чертановская улица, 47 к2",цокольный этаж,117534,,Чертаново Южное,Москва,,Москва,Россия,Пн: 15:00-03:00; Вт: 15:00-03:00; Ср: 15:00-03:00; Чт: 15:00-03:00; Пт: 12:00-05:00; Сб: 12:00-05:00; Вс: 12:00-05:00 (по предварительному звонку),+03:00,4.7,12,89020493237,89873541656,,,,http://t.me/bilich_blch,,,,,https://wa.me/79776890955,,,,https://t.me/+79776890955,,,70000001066323648,55.604298,37.592909,4504235282553954,,,2,70000001066323647,Билич,бильярдный бар,Бильярдные залы,bar,3,4,2026-04-01T16:31:19Z,,0,32,https://2gis.com/firm/70000001066323648,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Топ хинкали,кафе,Кафе,"Сельскохозяйственная улица, 35",1 этаж,129323,,Останкинский,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.7,6,89166570066,89857636226,,,,,,,,,,,,,,,,70000001101649855,55.851724,37.624788,70030076160109166,,,1,70000001101649854,Топ хинкали,кафе,Кафе,cafe,1,18,2026-01-27T09:56:46Z,,0,32,https://2gis.com/firm/70000001101649855,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Му-Му,кафе,Кафе; Доставка еды; Быстрое питание; Столовые; Кейтеринг,"Международный Аэропорт Шереметьево, ст37",3 этаж,141426,,,Химки,Химки городской округ,Московская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.2,570,89684921105,84996783444,,dostavka@cafemumu.ru,fastland@cafemumu.ru,http://cafemumu.ru,,,,https://vk.com/cafemumu,https://wa.me/74957818781,,,,https://t.me/mumuchatbot,,,70000001032548922,55.98078,37.411961,4504235321183886,терминал B,70030076173993183,18,4504136498368318,Му-Му,кафе,Кафе,fastfood,5,27,2026-07-04T19:00:52Z,,0,32,https://2gis.com/firm/70000001032548922,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Шоколадница,кофейня,Кафе; Кофейни; Доставка еды,"Варшавское шоссе, 160",1 этаж,117405,,Чертаново Южное,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,3.9,38,89154739687,,,,,http://shoko.ru,,,,https://vk.com/shokoru,,,,,https://t.me/shokomoscow,,,4504128908745637,55.583175,37.595433,4504235283049914,ТЦ ГалереяАтлантис,70030076443535656,162,4504136498310300,Шоколадница,кофейня,Кофейни,cafe,3,48,2026-06-26T08:08:20Z,,0,32,https://2gis.com/firm/4504128908745637,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Навруз,кафе,Кафе,"Новоясеневский проспект, 2 ст2",1 этаж,117574,,Ясенево,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.5,2,89258437710,89999614413,,,,,,,,,,,,,,,,70000001104882905,55.617517,37.507147,4504235282684279,,,2,70000001041186389,Навруз,кафе,Кафе,cafe,1,14,2026-02-04T14:31:45Z,,0,32,https://2gis.com/firm/70000001104882905,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Gagawa,кафе,Кафе; Рестораны; Быстрое питание,"Ленинградский проспект, 36",,125167,,Аэропорт,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,,,84957954770 (единая справочная: круглосуточно),,,,,http://gagawa.ru,,,,,,,,,,,,70000001115586401,55.790483,37.558259,4504235282675862,ВТБ Арена,,29,70000001028899420,Gagawa,кафе,Кафе,food_restaurant,3,0,2026-07-06T13:25:36Z,,0,32,https://2gis.com/firm/70000001115586401,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Фо Фыонг,кафе вьетнамской кухни,Кафе; Доставка еды,"Кировоградская улица, 9 к1",2 этаж,117587,,Чертаново Северное,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,9,89963622776,,,,,,,,,,https://wa.me/79963622776,,,,,,,70000001100613946,55.625236,37.612471,4504235282562838,ТЦ Лавка,70030076718477853,1,70000001100613945,Фо Фыонг,кафе вьетнамской кухни,Кафе,cafe,2,19,2026-05-14T11:20:06Z,,0,32,https://2gis.com/firm/70000001100613946,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Махачкала,кафе,Кафе,"улица Адмирала Корнилова, вл65в ст2",,108811,,Коммунарка,Москва,,Москва,Россия,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+03:00,4.3,3,89773609231,89269634230,,,,,,,,,https://wa.me/79773609231,,,,,,,70000001062807854,55.621333,37.445102,70030076127091289,,,1,70000001062807853,Махачкала,кафе,Кафе,cafe,1,15,2026-05-26T14:00:03Z,,0,32,https://2gis.com/firm/70000001062807854,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Софико,ресторан,Кафе; Доставка еды,"улица Сколковская, 1а",1 этаж,143001,UP-квартал Сколковский жилой комплекс,,Одинцово,Одинцовский городской округ,Московская область,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00 (служба доставки: пн-вс 11:00-22:45),+03:00,4.9,25,89912943235,,,,,http://soficorestaurant.ru,,,,,https://wa.me/79912943235,,,,,,,70000001068636277,55.693941,37.325028,70030076193940648,,,1,70000001068636276,Софико,ресторан,Кафе,cafe,2,25,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001068636277,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
13 рёбер,паб,Кафе; Бары; Банкетные залы; Кейтеринг,"микрорайон Южные горки, вл1",,142034,Южные горки м-н,,,Ленинский городской округ,Московская область,Россия,Пн: 12:00-22:00; Вт: 12:00-22:00; Ср: 12:00-22:00; Чт: 12:00-22:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-21:00,+03:00,5.0,15,89999003585,,,,,http://13ribs.tilda.ws,,,,https://vk.com/13ribsbbq,https://wa.me/79999003585,,,,https://t.me/+79999003585,,,70000001055667307,55.51059,37.806834,4504235306593581,,,3,70000001055667306,13 рёбер,паб,Кафе,bar,4,40,2025-11-10T14:36:10Z,,0,32,https://2gis.com/firm/70000001055667307,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Вкусное Место,,Кафе; Пиццерии,"улица Введенского, 3 к6",,117342,,Коньково,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00,+03:00,,,89151077330,,,,,,,,,,https://wa.me/79780877952,,,,https://t.me/+79780877952,,,70000001097031626,55.646854,37.546345,4504235290711251,,,1,70000001028163947,Вкусное Место,,Кафе,pizza,2,19,2025-04-28T10:44:10Z,,0,32,https://2gis.com/firm/70000001097031626,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Легенда,кафе,Кафе; Доставка еды; Банкетные залы,"Петрозаводская улица, 22а",,125414,,Ховрино,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-23:00,+03:00,4.6,9,89651010707,,,,,http://legendacafe.ru,,,,,https://wa.me/79651010707,,,,,,,70000001054169631,55.866671,37.494689,4504235282549289,,,1,70000001054169630,Легенда,кафе,Доставка еды,food_restaurant,3,44,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001054169631,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Diyor,чайхана,Кафе; Доставка еды,"Миклухо-Маклая улица, 11Б",2 этаж,117198,,Обручевский,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.3,7,89256991111,,,,,,,,,,,,,,,,,70000001097046029,55.653107,37.502261,4504235282591620,,,1,70000001097046028,Diyor,чайхана,Доставка еды,cafe,2,47,2026-07-08T12:23:44Z,,0,32,https://2gis.com/firm/70000001097046029,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Wake kitchen,гастробистро,Кафе,"Святотроицкая улица, 7Б",вейкборд-клуб Moswake,141044,,,,Мытищи городской округ,Московская область,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,5.0,1,89694009000,,,,,,,,,,https://wa.me/79694009000,,,,,,,70000001052279635,55.982459,37.565478,70030076252715072,,,1,70000001046972598,Wake kitchen,гастробистро,Кафе,cafe,1,9,2024-08-25T11:42:28Z,,0,32,https://2gis.com/firm/70000001052279635,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Горянка,кафе,Кафе,"улица Сколковская, 3Б",4 помещение,143001,UP-квартал Сколковский жилой комплекс,,Одинцово,Одинцовский городской округ,Московская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,5.0,1,89168948666,,,,,http://goryanka.rest,,,,,,,,,,,,70000001101807716,55.695322,37.321978,4504235316272148,,,1,70000001101807715,Горянка,кафе,Кафе,cafe,1,3,2025-10-20T11:02:52Z,,0,32,https://2gis.com/firm/70000001101807716,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Com 1989,кафе вьетнамской кухни,Кафе; Доставка еды,"Холодильный переулок, 2/6",1 этаж,115191,,Даниловский,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.8,11,89771873928,,,,,http://t.me/com_1989,,,,,,,,,,,,70000001089711405,55.709595,37.624512,4504235282653924,,,13,70000001087092376,Com 1989,кафе вьетнамской кухни,Доставка еды,cafe,2,20,2026-04-14T10:04:34Z,,0,32,https://2gis.com/firm/70000001089711405,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Green pub,бар,Кафе; Бары; Доставка еды,"Корабельная улица, 13",,115142,,Нагатинский Затон,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.2,10,89651128787,,,,,http://green-pub-msk.ru,http://t.me/greenpubmsk,,,,https://wa.me/79651128787,,,,,,,70000001054977298,55.68355,37.694699,4504235312242777,,,1,70000001054977297,Green pub,бар,Бары,bar,3,28,2026-06-09T10:31:23Z,,0,32,https://2gis.com/firm/70000001054977298,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Fresh,кафе,Кафе; Доставка еды,"Вернадского проспект, 39",1 этаж,119415,,Проспект Вернадского,Москва,,Москва,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,4.0,36,89775257450,89850619565,,,,,,,,,https://wa.me/79850619565,https://wa.me/79686748000,,,,,,70000001057727222,55.675399,37.50559,4504235282596952,БЦ Вернадский,,1,70000001057727221,Fresh,кафе,Кафе,cafe,2,23,2026-07-02T11:52:23Z,,0,32,https://2gis.com/firm/70000001057727222,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Якитория,японский ресторан,Кафе; Рестораны; Суши-бары; Доставка еды,"улица Авиаторов, вл5",3 этаж,119619,,Солнцево,Москва,,Москва,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-24:00,+03:00,4.3,36,84954247000,,,,,http://yakitoriya.ru,,,,https://vk.com/yakitoriyaru,,,,,https://t.me/yakitoriya_tg,,,70000001083489684,55.643327,37.398395,70030076203825729,ТРЦ Небо,70030076348157865,54,4504136498358385,Якитория,японский ресторан,Рестораны,food_restaurant,4,29,2026-03-24T15:15:33Z,,0,32,https://2gis.com/firm/70000001083489684,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Плов клаб,чайхана,Кафе,"Западная улица, ст4",1 этаж,143026,,,,Одинцовский городской округ,Московская область,Россия,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+03:00,4.8,8,89258086378,89264313717,,,,,,,,,,,,,,,,70000001049933324,55.708013,37.359288,4504235282835024,ТЦ Пикник,70030076457056499,1,70000001049933323,Плов клаб,чайхана,Кафе,cafe,1,11,2026-05-05T11:18:44Z,,0,32,https://2gis.com/firm/70000001049933324,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Bageatteria,кофейня,Кафе; Пекарни,"бульвар Братьев Весниных, 2",1 этаж,115432,,Даниловский,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-22:00,+03:00,,,89367777533,,,,,http://taplink.cc/bageatteria,,,,,,,,,,,,70000001113032016,55.698838,37.638088,4504235318750659,,,3,70000001078952894,Bageatteria,кофейня,Кафе,cafe,2,0,2026-04-06T14:00:04Z,,0,32,https://2gis.com/firm/70000001113032016,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Rocket city brewery,пивной магазин-бар,Кафе; Бары,"Подмосковная улица, 7",1 этаж,141075,Болшево м-н,,Королёв,Королёв городской округ,Московская область,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-01:00; Сб: 12:00-01:00; Вс: 12:00-23:00,+03:00,4.8,53,89017250917,,,,,http://rocketcitybrewery.ru,,,,,https://wa.me/79017250917,,,,https://t.me/rocket_city_bar,,,70000001052354847,55.922543,37.868896,70030076138708609,,,1,70000001052354846,Rocket city brewery,пивной магазин-бар,Бары,bar,2,26,2026-06-30T08:18:56Z,,0,32,https://2gis.com/firm/70000001052354847,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Про рёбра,,Кафе,"улица Маросейка, 4/2 ст1",,101000,,Басманный,Москва,,Москва,Россия,,+03:00,,,,,,,,,,,,,,,,,,,,70000001115339349,55.757414,37.633247,4504235283027323,,,1,70000001115339348,Про рёбра,,Кафе,cafe,1,3,2026-06-19T11:32:05Z,,0,32,https://2gis.com/firm/70000001115339349,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Kristof Coffee and Kitchen,,Кафе,"Большой Овчинниковский переулок, 16",2 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.0,1,89277287370,,,,,,,,,,,,,,,,,70000001103614732,55.744397,37.63077,4504235282712355,ТДЦ Аркадия,70030076637586104,2,70000001095325373,Kristof Coffee and Kitchen,,Кафе,cafe,1,11,2026-06-05T11:04:02Z,,0,32,https://2gis.com/firm/70000001103614732,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
Панчо Пицца,ресторан итальянско-мексиканской кухни,Кафе; Рестораны; Доставка еды; Пиццерии; Банкетные залы,"Калужское шоссе 21 километр, 1",1 этаж,142704,,Коммунарка,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.9,44,84950014875,,,ppm.manager@plazainvest.ru,susanna@plazainvest.ru,http://www.panchopizza.ru,,,https://twitter.com/pancho_pizza,https://vk.com/panchopizza,,,,,,,,4504127908955225,55.602128,37.492641,4504235282815822,ТЦ Мега,4504694855784879,2,4504136498602891,Панчо Пицца,ресторан итальянско-мексиканской кухни,Рестораны,food_restaurant,5,63,2026-07-07T09:28:21Z,,0,32,https://2gis.com/firm/4504127908955225,branch,5468,https://2gis.ru/moscow/search/кафе/rubricId/161
